Title,Authors,ISBN10,ISBN13,Biblionumber,PublisherName
"Quantitative Methods for Portfolio Analysis","Kariya, T.",9401117217,9789401117210,15334,Kluwer
"Quantitative methods with script",,,,23215,
"Quantitative Methods(V00014), Computers & Operation Research (V0",,,,25036,
"Quantitative Risk Management","Mcneil, Alexander J.",1400866286,9781400866281,11673,"Princeton University Press"
"Quantitative Techniques","Lucey, T.",,,7013,"Dp Publications"
"Quantitative Techniques for Managerial Decision Making","Srivastava, V.K.",0852268335,9780852268339,2446,"Wiley Eastern"
"Quantitative techniques for managerial decisions","Jhamb L.C.",,,2447,"Everest Publishing House"
"Quantitative techniques for managerial decisions","Jhamb L.C.",,,2448,"Everest Publishing House"
"Quantitative techniques for managerial decisions","Jhamb, L. C.",,,2449,"Aaditya Publishing House"
"Quantitative techniques in insurance","Bhaskar Rau, G.N.",,,590,NIA
"Quantitative Techniques in Management","Vohra, N.D.",0074519794,9780074519790,153,"Tata Mcgraw-Hill"
"The Quantity Theory of Money","Blaug, M. and Others",,,5801,"Edward Elgar"
"Quantum Finance","Baaquie, Belal E",1139456393,9781139456395,16967,"Cambridge University Press"
"Quantum Learning","Deporter, B.",0749912731,9780749912734,15531,Paitkus
"Quantum stoxk market yearbook 1992","Business India Group",,,19312,"Quantam Financial Services"
Quarantine,"Crace, Jim",0783801130,9780783801131,10212,Penguin
"Quarterly economic report",,,,33766,"Indian Institute of Public Opinion"
"Alex Haley's Queen","Haley, A",0688063314,9780688063313,14298,
"The Quest for Equity in Development","Manmohan Singh",,,20418,"Gokhale Institute of Politics & Economics"
"Oracle8 Advanced Tuning and Administration","Aronoff, E. [et al.]",0078825342,9780078825347,23130,"TATA MCGRAW-HILL PUBLISHING CO"
"Questions and answers on law relating to contract labour","Pragati Communication & Management Centre",,,11378,"Pragati Communications"
"Queueing Theory","Lipsky, L.R.",0387497064,9780387497068,15431,Macmillan
"Quick@utilities (December 2003)",Digit,,,22755,
"हिंदी में पवित्र क़ुरान Quran Translation in Hindi (Goodword)",Khan,8178988933,9788178988931,8790,"Rupa and Publication"
"R & d management systems in japanese industry","Eto and Matusi",,,8233,"North Holland"
"R&d management",,,,22093,Blackwell
"Ra dho karve र ध कर व","Phadke, Yashwanta Dinkar",,,355,"Mote H. Vi."
"Raanmitra manus ani prani yanchateel anokhya natyachi adbhut ghost रानमितर माण स आणि प राणी यांच यातील अन ख या नात याची अद भुत ग ष ट","Amte, Prakash",,,1302,"Samkaleen Prakshan"
"Raavi Paar and Other Stories",Gulzar,812911013X,9788129110138,10863,"Harper Collins India"
"Rabindranath Tagore Omnibus","Tagore, Rabindranath",8129102331,9788129102331,18179,"Rupa Publications India"
"Radeon (display card) CD",Radeon,,,22703,
Radhakrishnan,"Gopal, Sarvepalli",,,15393,"Oxford University Press"
"Radiation And Man","Jain H.C.",8123711433,9788123711430,18442,Nbt
"Radical Management",Culbert,1439138508,9781439138502,7378,"Free Press"
"Rafinama (रफीनामा)","Mujawar Isak",,,7696,"Navinya Prakashan"
"Rage of Angels","Sheldon, Sidney",0007389523,9780007389520,18659,"Harper Collings"
"Raghavvel 3aa राघवव ळ आव त ती ३","Kambale, Namdev.",,,436,"Deshmukh andPublishers"
"Ragnarok online RPG [November 2004]","Level Up Games",,,24889,
"Rahatgadga रहाटगाडग","Joshi, Chi. Vi.",,,4539,Continental
"Rahim organisational conflict inventories","Rahim, H. Afralur",,,16306,
"Rahim organisational conflict inventories","Rahim H. Afralur",,,16307,"Consulting Psychologist Press"
RAIDERS,"Robbins, Harold",1468514113,9781468514117,5788,
"Railway budget 1991-92","Govt.Of India Min.Of Railway",,,8682,
"Railway budget 1992-93","Govt.Of India Min.Of Railway",,,11497,"Ministry of Railways"
"Railway budget 1993-94",GOI,,,20346,"Govt.of India Min.of Railways"
"Railway budget 2002-2003","Government of India",,,20173,"Government of India Ministry of Railways"
"Railway budget 2003-2004","Government of India",,,6532,"Government of India Ministry of Railways"
"Budget of the Railway Revenue and Expenditure of the Central Government for ...","Ministry of Railways",,,3134,"Ministry of Railways"
"Budget of the Railway Revenue and Expenditure of the Central Government for ...","Ministry of Railways",,,11341,"Ministry of Railways-Directorate of Safety"
"Railway budget documents 2013-2014 (explanatory memorandum on the railway budget)","Directorate of Safety",,,20263,"Ministry of Railways-Directorate of Safety"
"Railway budget documents for 1997-98","Govt.Of India-Ministry of Rail",,,9545,"Govt.Of India Min.Of Railways"
"Railways act, 1989","Current Publications",,,22132,"Current Publications"
"Rain in the Mountains","Bond, R.",8184754469,9788184754469,15309,Viking
"Rainbow in my heart","Choudhury, C.",,,20318,"Writers Workshop"
"Rainfall of India","India Meteorological Department",,,6138,"India Meterological Dept"
"Rainfall of India","India Meteorological Department",,,25681,"India Meterological Dept"
"The Rainmaker","Grisham, John",044022165X,9780440221654,17543,Arrow
"Raising Cane","Attwood, D.",100030891X,9781000308914,10614,"Oxford University Press"
Raj,"Mehta, Gita",9352140257,9789352140251,6309,"India Book Distributors."
"Raj Kapoor, the Fabulous Showman","Reuben, Bunny",,,5868,Indus
"The Raj Quartet","Scott, Paul",,,21838,"Heinman Publication"
"Raja ravivarma राजा रविवर मा","Desai, Ranajeet",,,12886,"Mehata Publishing House"
"Rajalakshmi राजलक ष मी","Sahastrabuddhe, Nalini",,,2071,Ajab
"Rajamudra राजमुद रा","Kardale, Asha",,,12175,"Uma Prakashan"
"Rajasattechya phatinmadhun peshvekaleen striya राजसत त च या फटींमध न प शव कालीन स त रिया","Bhave, Nilima.",,,13115,Popular
Rajasthan,"Ghosh, Leila",0862834996,9780862834999,14369,Ibh
"Raje shivchhatrapati राज शिवछत रपती","Bagul Prabhakar",,,325,"Rajashree Prakashan"
"Rajeshree राज श री","Inamadar, N S",,,19872,Continental
Rajiv,"Gandhi, Soniya",,,16703,Viking
"Rajiv Gandhi, the End of a Dream","Merchant, Minhas",,,17518,"Viking India"
"Rajiv te narasimva राजीव त नरसिंह","Gadakari, Madhava.",,,15651,Navachaitanya
"Rajjo रज ज","Jasaraj, Madhura",,,4752,"Mehata Publishing House"
"Rajmohan's Wife","Chatterjee, B.",,,14674,"R. Dayal"
"Rajputra राजपुत र","Pathak, Ma.Go.",,,18850,"Majestic Prakashan"
"Rajratna pro manikarao राजरत न प र माणिकराव","Pavar, Nimbajirao",,,11724,"Sayaji Prakashan"
"Ram darshan",DRIC,,,24616,"Deendayal Research Institute"
"Political Thinkers of Modern India: Ram Manohar Lohia",Grover,,,517,
"Rama II","Clarke, Arthur [Et.al]",0575121645,9780575121645,2200,Bantom
"Ramabai ranade yanche charitra रमाबाई रानड यांच चरित र","Kurkarni, Raviprakash",,,14555,"Varada Prakashan"
Ramaiरमाई,"Manohar, Yashavanta",,,15729,"Amol Prakashan"
"Ramayan - khanda 4","Joshi Pra Na",,,31,"Vidharba Marathwada Book"
"Peg : Valmiki Ramayana : The Book Of W","Valmiki - Transl. Sattar, Aris",0143416014,9780143416012,12687,Viking
"Ramnagari रामनगरी","Nagarakar, Ram.",,,19502,"Majestic Prakashan"
"Ramprahar रामप रहर","Tendulkar, V.",,,16169,"Rutu Prakashan"
"Ramshastri prabhune charitra va patre रामशास त री प रभुण चरित र व पत र","Aathavale, Sadashiva",,,20305,"Shrividya Prakashan"
"Ranaragini रणरागिणी","Yogi, Shanta",,,13381,"Manorama Prakashan"
"Ranave zero- eight रनव झीर - एट","Hailey, Arthur",,,10310,"Utkarsh Prakashan"
"The Ranch","Steel, Danielle",140909216X,9781409092162,12246,Corgi
"The Random Character of Interest Rates","Murphy, J.E. Jr.",1892277131,9781892277138,1032,Mcgraw-Hill
"Random Factors in ANOVA","Jackson, S. [Et.al]",080395090X,9780803950900,7950,"Sage Publications"
"Rang de basanti","Mehra Rakesh O.",,,24523,"UTV Motion Pictures"
"Ranga manache रंग मनाच","Kale, Va.Pu.",,,14096,"Menaka Prakashan"
"Ranga maza vegala रंग माझा व गळा","Bhat, Suresh",,,5247,"Sahitya Prasar Kendra"
"Ranga umalatya manache रंग उमलत या मनाच","Kanetakar, Vasanta",,,6943,Parchure
"Rangasavalya रंगसावल या","Inamdar, Es. D.",,,15250,Pratima
"Rangavimarsha रंगविमर श","Kurundakara, Narahara",,,17611,"Indrayani Sahitya"
"Rangayatra - 1950 te 1984 madhil natak rangabhumi aalekh रंगयात रा - १९५०-१९८४ मधील नाटक रंगभ मी आल ख","Deshpande, Vi. Bha.",,,10830,"Natya Sampada"
Ranmardini,"Oak, Janardan",,,20739,"Kalpana Book Dealers"
"Ranvata रानवाटा","Citamapalli, Maruti",,,20639,"Sahitya Prasar Kendra"
"Sustaining Cities","Leitmann, J.",,,14144,W.B.
"Sustaining Cities","Leitmann, J.",,,21813,W.B.
"Raranga dhaang रारंग ढांग","Pendharkar, Prabhakar",,,7367,"Mauj Prakashan"
"Rasayatra kusumagraj nivadak kavita रसयात राकुसुमाग रज निवडक कविता","Borkar/ Vaidya (Sampa)",,,17519,"Continental Prakashan"
"Rashichakra राशीचक र","Upadhye, Sharad",,,8579,Rangbahar
"Rasika ho! रसिक ह !","Deshpande, P.L.",,,7169,Parchure
"Rasiya रसिया","Saravate, Supriya",,,18731,"Suyog Prakashan"
"Rasiya रसिया","Bapat, Vasant.",,,18732,Mauj
"Rastyavarache dive रस त यावरच दिव","Salgavkar, Jayant.",,,18611,"Utkarsha Prakashan"
"Ratava रातवा","Chitamapalli, Mँruti.",,,16249,Utkarsh
"Rate making (surveys of actuarial studies no.2)","Van Eeghen J. & Others",,,6627,"Nationale-Nederlanden N.V"
"Ratemaking methods and profit cycles in property and liability insurance","European Group of Risk and Insurance Econmists.",,,10163,
"Rathachakra रथचक र","Pendse, Shree. Na .",,,1551,"Mauj Prakashan"
Ratins,"Best A. M.",,,2739,"A M Best"
"Ratio analysis (33.28 Min.)","Lamba, Anil",,,24483,"Lamcon Finance and Management Services Pvt. Ltd."
"Ratio Analysis Duration: 42Mins   Format: DVDPAL","Lamba, Anil",,,23930,"Lamcon Finance & Management Services Pvt. Ltd."
"Ratio Analysis– Cases Duration: 49Mins   Format: DVDPAL","Lamba, Anil",,,24125,"Lamcon Finance & Management Services Pvt. Ltd."
"Ratna pratima रत न-प रतिमा","Bhagwat, Shashi.",,,2334,Dnyanada
"Ratra gahirichya tisarya prahari रात र गहिरीच या तिसऱ या प रहरी","Dharmadhikari, A.",,,8989,Latkar
"Rau राऊ","Inamdar, Na.Sam.",,,12102,Continental
"Ravan And Eddie","Nagarkar, Kiran",9350294842,9789350294840,3179,Viking
"Ravindranath teen vyakhyane रवीन द रनाथतीन व याख यान","Deshpande, Pu.La.",,,4903,"Shri Vidya"
"The Razor's Edge","Maugham, W.S.",1407016547,9781407016542,20827,"Penguin Books"
Rbi,RBI,,,4795,"Reserve Bank of India"
"Rbi annual rep",RBI,,,2442,RBI
"Rbi annual report 1981-82",RBI,,,17405,"Reserve Bank of India"
"Rbi annual report 1982-83",RBI,,,16351,"Reserve Bank of India"
"Rbi annual report 1983-84",RBI,,,4735,
"Rbi annual report 1990-91",RBI,,,4664,
"Rbi annual report 1992-93",RBI,,,7377,"Reserve Bank of India"
"Rbi annual report 1993-94",RBI,,,1306,"Reserve Bank of India"
"Rbi annual report 1994-95",RBI,,,19421,"Reserve Bank of India"
"Rbi annual report 1996-97",RBI,,,515,"Reserve Bank of India"
"Rbi annual report 1997-98",RBI,,,6285,"Reserve Bank of India"
"Rbi annual report 1998-99",RBI,,,3559,"Reserve Bank of India"
"Rbi annual report 2000-2001",RBI,,,3632,"Reserve Bank of India"
"Rbi annual report 2002-2003",RBI,,,5686,"Reserve Bank of India"
"Rbi annual report 2003-2004",RBI,,,437,"Reserve Bank of India"
"Rbi annual report 2004-2005",RBI,,,1826,"Reserve Bank of India"
"Rbi annual report 2005 - 2006",RBI,,,5144,"Reserve Bank of India"
"Rbi annual report 2006-07",RBI,,,2699,"Reserve Bank of India"
"Annual Report","Reserve Bank of India",,,22492,"Reserve Bank of India"
"Rbi annual report 2007-08",RBI,,,9942,"Reserve Bank of India"
"RBI Annual report 2007-08",RBI,,,22823,RBI
"Rbi annual report 2008-09",RBI,,,11315,"Reserve Bank of India"
"RBI Annual report 2008-09 (CD)",RBI,,,22456,"Reserve Bank of India"
"Rbi annual report 2009-10 (with cd)",RBI,,,9776,"Reserve Bank of India"
"Annual Report","Reserve Bank of India",,,24360,"Reserve Bank of India"
"RBI Annual report 2010-11","Reserve Bank of India",,,23817,"Reserve Bank of India"
"Rbi annual report 2010-11(with cd)",RBI,,,21541,"Reserve Bank of India"
"Rbi annual report 2011-12",RBI,,,6209,"Reserve Bank of India"
"Rbi annual report 2012-13",RBI,,,13130,"Reserve Bank of India"
"Rbi annual report 2013-14",RBI,,,5672,"Reserve Bank of India"
"Rbi annual report 2014-15",RBI,,,13336,"Reserve Bank of India"
"Rbi annual report, 1995-96",RBI,,,7734,"Reserve Bank of India"
"RBI bulletin",,,,33848,"Reserve Bank of India"
"RBI bulletin",,,,33849,"Reserve Bank of India"
"RBI bulletin 2014","Hansda, Sanjay Kumar",,,33862,"Reserve Bank of India"
"Rbi grade - b officers'online exam","Kiran Publications",,,7281,"Kiran Institute of Career Excellence"
"Rbi occasional papers",RBI,,,17947,"Reserve Bank of India"
"Re-educating the corporation","Tobin, D.R.",,,2803,"Oliver Wight"
"Re-inventing the corporation","Naibitt, John",,,14973,"Warner Books"
Reactions,,,,33809,"Euromoney Institutional Investor"
"Reader`s digest","Purie, Aroon",,,33801,"Living Media India"
"Reader's companion to world literature","Brown, C.S. Ed.",,,21302,Mentor
"Reader's Digest Reverse Dictionary","Reader's Digest",0864490003,9780864490001,3307,"Readers Digest Association"
"Readings in Human Resource Development","Rao, T. V",8120405854,9788120405851,17386,"Oxford & Ibh Publishing"
"Elementary Number Theory","Dudley, U. Ed.",0486134873,9780486134871,15238,Maa
"Readings for the admistrative management speciality","Flmi Insurance Education Programme, Loma",,,13434,"Flmi Insurance Education Programme, Loma"
"Readings for the information systems speciality","Flmi Insurance Education Programme, Loma",,,10016,"Flmi Insurance Education Programme, Loma"
"Human Resource Management","Beer, H.",,,16072,"Free Press"
"Readings in management principles","Flmi Insurance Education Programme Loma",,,6356,"Flmi Insurance Education Programme, Loma"
"The Financial System, Financial Regulation and Central Bank Policy","Cargill, Thomas",1107035678,9781107035676,5821,"Prentice Hall"
